연번,회사명,사업유형,사업자등록번호,공장 주소,업종명,생산품
1741,주식회사 엔와이지,제조업,1198175406,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 6층 603-B호",그 외 기타 전자부품 제조업,터치모듈
1742,주식회사 엘이디솔루션,제조업,6358600886,"인천광역시 부평구 백범로577번길 20, (십정동, 경인센타) 공장동동 8층 811호",전자부품 실장기판 제조업 외 3 종,"PCB SMT 실장, 조명기구, LED 조명기구, 바닥형보행신호등, 전시 및 광고용 조명장치 "
1743,주식회사 오션솔라라이팅,제조업,5108700814,"인천광역시 부평구 부평대로 283, (청천동, 부평 우림라이온스밸리) C동 3층 308호",일반용 전기 조명장치 제조업 외 1 종,"조명기구장치,태양광LED조명장치"
1744,주식회사 웰라인시스템,제조업,2298700261,"인천광역시 부평구 경인로1059번길 28, 2층 201호 (부개동)",전자부품 실장기판 제조업,PCB ASSY(유축기 인쇄회로기판)
1745,주식회사 유림전력,제조업,4558800979,"인천광역시 부평구 부평대로 293, 부평테크시티 703호 (청천동)",전기회로 접속장치 제조업,분전반
1746,주식회사 융성,제조업,3148121145,"인천광역시 부평구 주부토로 236, A동 B109호 (갈산동, 인천테크노밸리 U1센터) A동 B109호","금속 문, 창, 셔터 및 관련제품 제조업 외 6 종","간판, 광고물 외, 간판, 광고물 외, 간판, 광고물 외, 간판, 광고물 외, 간판, 광고물 외, 간판, 광고물 외, 간판, 광고물 외"
1747,주식회사 이니지오,제조업,5658603022,"인천광역시 부평구 부평대로 337, 11층 1128호(청천동, 부평 제이타워3차 지식산업센터) 11층 1128호",금속 가구 제조업,금속가구
1748,주식회사 이알,제조업,1228641469,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 3층 303호",이동전화기 제조업,카메라모듈
1749,주식회사 이앤리빙,제조업,1958600559,"인천광역시 부평구 안남로434번길 57, 3층 (청천동)",커튼 및 유사제품 제조업,"커튼,침구류,문팩시계, 유아 베개"
1750,주식회사 이지케이,제조업,2728803084,"인천광역시 부평구 부평대로 293, 7층 718호(일부) (청천동, 부평테크시티) 7층 718호",전기경보 및 신호장치 제조업,교통표지판 및 바닥신호등
1751,주식회사 이피에스,제조업,1228632617,"인천광역시 부평구 부평대로297번길 28, 1층 (청천동)",인쇄회로기판용 적층판 제조업 외 2 종,전자부품
1752,주식회사 인천스카이,제조업,2018646239,"인천광역시 부평구 새벌로 45, 2층 (청천동)",전동기 및 발전기 제조업,태양열 패널
1753,주식회사 인하앤니즈랩,제조업,1448601749,"인천광역시 부평구 부평대로 301, 남광센트렉스 320호 (청천동)","물질 검사, 측정 및 분석기구 제조업 외 1 종",정밀환경제어시스템 등
1754,주식회사 제우스디자인,제조업,6708700886,"인천광역시 부평구 새벌로 29, 404호(청천동, 부평테크노타워)",기타 목재가구 제조업 외 1 종,"사물함, 실물모형 및 전시물"
1755,주식회사 제이앤,제조업,6478700872,인천광역시 부평구 부평대로 337 (청천동),비주거용 건물 임대업 외 2 종,부동산개발 및 임대
1756,주식회사 제이앤,제조업,6478700872,인천광역시 부평구 부평대로 337 (청천동),비주거용 건물 임대업 외 2 종,부동산분양 및 임대
1757,주식회사 지티에스앤,제조업,5598700046,"인천광역시 부평구 평천로141번길 39, 2층(청천동)",기타 운동 및 경기용구 제조업 외 2 종,GTS PRO
1758,주식회사 집쇼코리아,제조업,3888801168,"인천광역시 부평구 부평대로 293, B2층 B212호 (청천동, 부평테크시티) B2층 B212호",전시용 모형 제조업 외 2 종,"전시용 모형, 가상현실장치"
1759,주식회사 크레아,제조업,1318190542,인천광역시 부평구 부평대로297번길 58 (청천동),자동차 차체용 신품 부품 제조업,자동차차체
1760,주식회사 키다리아저씨,제조업,1378649065,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 B2층 B204호","체조, 육상 및 체력단련용 장비 제조업",FITNEX
1761,주식회사 탐라,제조업,8198501531,"인천광역시 부평구 부평북로 5, 3층 (청천동)",기타 주변기기 제조업,"사물함 전자키, 디지털도어록"
1762,주식회사 태성엔지니어링,제조업,2558803094,인천광역시 부평구 평천로115번길 17 (청천동),전동기 및 발전기 제조업,자동차 전자부품
1763,주식회사 태성엔텍,제조업,7228701420,"인천광역시 부평구 백범로577번길 20, 442호(십정동, 경인센타) 외 1필지",배전반 및 전기 자동제어반 제조업,PLC프로그램자동제어
1764,주식회사 티앤제이티,제조업,1228638756,"인천광역시 부평구 부평대로 301 7층 701호 (청천동, 남광센트렉스) 7층 701호",기기용 자동측정 및 제어장치 제조업,배기가스저감장치
1765,주식회사 티엠라이팅,제조업,7228803124,"인천광역시 부평구 경인로 1025-1, 2층 (부개동)",일반용 전기 조명장치 제조업,LED 조명기구
1766,주식회사 파워스캔,제조업,7768700603,"인천광역시 부평구 평천로 251, 2층 (청천동)","전자기 측정, 시험 및 분석기구 제조업",스마트센서
1767,주식회사 파이로직스,제조업,5498101478,인천광역시 부평구 새벌로 44 (청천동),방송장비 제조업,영상녹화기기
1768,주식회사 파파테크,제조업,2578103145,"인천광역시 부평구 새벌로 29 7층 711호 (청천동, 부평테크노타워) 7층 711호",배전반 및 전기 자동제어반 제조업 외 2 종,"전기자동제어반, 선박구성품"
1769,주식회사 폰케어,제조업,3028700213,"인천광역시 부평구 부평대로 283, C동 5층 505 (청천동, 부평 우림라이온스밸리)",기타 전기 변환장치 제조업 외 1 종,무선충전기
1770,주식회사 프리티걸즈,제조업,1238622581,"인천광역시 부평구 부평대로313번길 77, 3층 (청천동)",유아용 의복 제조업,유아의류
1771,주식회사 해리,제조업,1258800272,인천광역시 부평구 부평북로236번길 39 (청천동),금속 위생용품 제조업 외 1 종,금속위생용품 등
1772,주식회사 현대티앤알,제조업,1228626639,"인천광역시 부평구 백범로577번길 20, (십정동, 경인센타) 공장동동 7층 731호",비디오 및 기타 영상기기 제조업 외 1 종,"블랙박스, 욕실폰"
1773,주식회사 화담,제조업,3858600716,"인천광역시 부평구 부평대로 283, (청천동, 부평 우림라이온스밸리) B동 6층 611호",전자감지장치 제조업,조명센서
1774,주식회사 화진몰테크,제조업,4228100233,인천광역시 부평구 부평북로 189 (청천동),그 외 기타 플라스틱 제품 제조업 외 2 종,"주방식기, 미용용품, 국방용품 외, 주방식기, 미용용품, 국방용품 외, 주방식기, 미용용품, 국방용품 외"
1775,주식회사 휴앤텍,제조업,1228640397,인천광역시 부평구 안남로 408 (청천동),공기 조화장치 제조업 외 2 종,"공기청정기, 환기 유니트 부품(송풍기)"
1776,주식회사 희망드리미,제조업,7358103378,"인천광역시 부평구 부평대로 283,(청천동, 부평우림라이온스밸리) C동 5층 509호",빵류 제조업 외 2 종,"빵류, 과자류"
1777,주식회사경신인천공장,제조업,1378101784,인천광역시 부평구 가좌로12번길 59 (십정동),자동차용 신품 전기장치 제조업,자동차 배선
1778,주식회사제이에이치코리아,제조업,6598600451,"인천광역시 부평구 백범로577번길 20, 831~838호(십정동, 경인센타)",화장품 제조업,"스킨, 로션"
1779,주식회사해찬시스템,제조업,4638601669,"인천광역시 부평구 백범로577번길 20, (십정동, 경인센타) 공장동동 5층 526호",비디오 및 기타 영상기기 제조업 외 7 종,"영사용스크린,스피커,브래킷 등, 영상정보디스플레이장치"
1780,주안AMT,제조업,1310427219,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) A동 4층 406호",자동차용 금속 압형제품 제조업 외 1 종,BELLOWS/VACUUM RARTS
1781,주안디디피,제조업,1221546386,"인천광역시 부평구 부평대로 283, C동 5층 501 (청천동, 부평 우림라이온스밸리)",그 외 기타 전자부품 제조업,통신케이블
1782,주영ENG,제조업,1303123782,인천광역시 부평구 항동로125번길 7 (일신동),주형 및 금형 제조업,금형
1783,주원시스템,제조업,1313399348,"인천광역시 부평구 부평대로 293, 부평테크시티 1105호 (청천동)",배전반 및 전기 자동제어반 제조업,제어반
1784,주원전자,제조업,1343112365,"인천광역시 부평구 부평대로 337, 6층 639호(청천동, 부평 제이타워3차 지식산업센터) 6층 639호",그 외 기타 전기장비 제조업,"충전용 전원공급장치, 반도체용 아날로그 장비"
1785,주은테크,제조업,1221573618,인천광역시 부평구 평천로255번길 13 7층 708호  (청천동) 7층 708호,배전반 및 전기 자동제어반 제조업,배전반 등
1786,주학이엔지(주),제조업,3988100717,"인천광역시 부평구 주부토로 236, D동 503호 (갈산동, 인천테크노밸리 U1센터) D동 503호",전시 및 광고용 조명장치 제조업,"전시 및 광고용 조명장치, CCTV, 방송장비, 전자제품, 안내판 제조업"
1787,주호테크,제조업,1233780598,"인천광역시 부평구 주부토로 236, A동 B101호(갈산동, 인천테크노밸리 U1센터) A동 B101호",주형 및 금형 제조업 외 3 종,"플라스틱 사출 금형, 도로표지병, 경관조명 등"
1788,준실업,제조업,1220154201,인천광역시 부평구 청천마차로 216 (청천동),그 외 기타 전자부품 제조업 외 1 종,핸드폰 다이얼패드
1789,준일산업(주),제조업,2128111400,인천광역시 부평구 안남로418번길 81 (청천동),포장용 플라스틱 성형용기 제조업,"음료, LID"
1790,준테크,제조업,1221842173,"인천광역시 부평구 부평대로 301 3층 302호 (청천동, 남광센트렉스) 3층 302호",기타 가정용 전기기기 제조업,미용기구
1791,준테크,제조업,8912800787,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 11층 1108호","전기회로 개폐, 보호장치 제조업 외 1 종","블랙박스, 전기회로 개폐"
1792,중앙엔지니어링,제조업,1222188107,인천광역시 부평구 부평북로 3 (청천동),주형 및 금형 제조업,금형
1793,중앙전기,제조업,1132313872,"인천광역시 부평구 부평대로 337, 7층 733호(청천동, 부평 제이타워3차 지식산업센터) 7층 733호",배전반 및 전기 자동제어반 제조업,컨트롤 박스
1794,중원엔지니어링,제조업,1221024674,"인천광역시 부평구 부평대로 337, 2층 228호(청천동, 부평 제이타워3차 지식산업센터) 2층 228호 외 2필지",절삭가공 및 유사처리업,반도체 장비 가공품
1795,지바시스템 주식회사 3공장,제조업,1308700729,"인천광역시 부평구 부평대로 293, 부평테크시티 807호 (청천동)",배전반 및 전기 자동제어반 제조업,자동화장비 및 제어판넬
1796,지비시스템 주식회사,제조업,1308700729,"인천광역시 부평구 부평대로 293 8층 805호 (청천동, 부평테크시티) 8층 805호 외 2필지",배전반 및 전기 자동제어반 제조업,자동화장비 및 제어판넬
1797,지승시스템,제조업,1965100109,"인천광역시 부평구 부평대로 337, 7층 751호(청천동, 부평 제이타워3차 지식산업센터) 7층 751호",배전반 및 전기 자동제어반 제조업,전기판넬
1798,지에스엠비즈(주),제조업,2148165071,인천광역시 부평구 부평대로 301 (청천동) 남광센트렉스 B1층 B111호,기기용 자동측정 및 제어장치 제조업,탱크 레벨 Gauge 유무선 센서
1799,지에이,제조업,1210716453,인천광역시 부평구 부평대로329번길 62 (청천동),자동차용 신품 전기장치 제조업,전선 하네스
1800,지에프,제조업,6773300598,인천광역시 부평구 새벌로 29 (청천동) 부평테크노타워 4층 408호,액체 펌프 제조업,그리스주유기
1801,지와이컨넥터,제조업,1220941871,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 2층 206호 외 1필지",그 외 기타 전자부품 제조업 외 1 종,CONNECTOR
1802,지우전자(주),제조업,1228159848,"인천광역시 부평구 부평대로 301 3층 315호 (청천동, 남광센트렉스) 3층 315호",기타 주변기기 제조업 외 2 종,통신장비기기
